replicate,turtle_id,nest_id,outcome,arrival_sea,disoriented,time_s,path_length_m,direct_distance_m,efficiency,initial_heading_deg,abs_initial_heading_deg,max_landward_displacement_m,landward_step_fraction,remaining_energy,start_x_m,start_y_m,end_x_m,end_y_m
1,16,N8,sea,1,1,750.0,87.27564927611044,37.5,0.4296731139903957,-16.69924423399362,16.69924423399362,0.0,0.10638297872340426,0.8314524395469046,8.0,700.0,45.0,659.0
1,17,N6,sea,1,1,1020.0,114.81118318204327,38.5,0.33533318735122564,-95.71059313749964,95.71059313749964,1.5,0.17010309278350516,0.6108748150769412,8.0,500.0,47.0,468.0
1,18,N5,censored,0,1,1800.0,207.22287142747504,39.4875,0.19055570327728058,-143.13010235415598,143.13010235415598,5.0,0.30659025787965616,0.14743464204001436,8.0,399.5,15.0,291.0
1,19,N2,sea,1,0,410.0,48.370057685088774,36.5,0.7545990587324025,-11.309932474020213,11.309932474020213,0.0,0.0,0.8561605836929937,8.0,100.0,44.5,82.0
1,20,N1,sea,1,1,765.0,89.82590180780458,35.0075,0.3897261179175643,0.0,0.0,0.0,0.08053691275167785,0.7221056100310095,8.0,0.5,43.0,0.0
1,21,N1,sea,1,1,560.0,65.30508652763316,35.0,0.5359460014678966,0.0,0.0,0.0,0.028037383177570093,0.6372573330762492,8.0,0.0,43.0,0.0
1,22,N1,sea,1,0,420.0,53.390872965260066,34.5,0.6461778593215394,5.710593137499642,5.710593137499642,0.0,0.0,0.9050835741052887,8.5,0.0,43.0,0.0
1,23,N7,censored,0,1,1800.0,208.7792206135792,35.5,0.17003607876142748,-11.309932474020213,11.309932474020213,0.0,0.3498542274052478,0.19735954290768262,8.5,600.0,16.0,504.0
1,24,N3,predated,0,1,490.0,59.47665940288697,37.5,0.6304994324913239,-45.0,45.0,0.0,0.041237113402061855,0.9466916145161112,8.5,200.0,37.5,162.0
2,0,N9,predated,0,1,665.0,79.66904755831216,35.0,0.439317414638131,-48.81407483429036,48.81407483429036,0.0,0.18181818181818182,0.6889015476955943,8.5,800.0,32.5,759.0
2,1,N3,predated,0,1,40.0,5.6568542494923815,38.4925,6.8045769437057935,-45.0,45.0,0.0,0.0,1.0925380265404352,7.5,199.5,11.5,195.5
2,2,N1,sea,1,0,495.0,61.21930009000625,35.0,0.5717151282118885,5.710593137499642,5.710593137499642,0.0,0.02040816326530612,0.9458353144989942,8.0,0.0,43.5,0.0
2,3,N7,sea,1,1,985.0,112.22539674441634,36.5075,0.3253051542614965,16.69924423399362,16.69924423399362,0.0,0.1595744680851064,0.721655733233181,7.5,600.5,45.5,554.5
2,4,N7,sea,1,1,635.0,76.20458146424487,36.5125,0.47913785888492333,-53.13010235415598,53.13010235415598,0.0,0.0975609756097561,0.7368238330761081,7.5,599.5,45.0,564.0
2,5,N3,predated,0,1,150.0,18.72792206135786,38.0,2.029055859774591,-48.81407483429036,48.81407483429036,0.5,0.03333333333333333,0.8692820938029281,8.0,200.0,17.5,187.5
2,6,N5,predated,0,1,50.0,5.828427124746191,39.4875,6.774983911584817,-108.43494882292201,108.43494882292201,1.5,0.4,0.8791906587831394,8.0,399.5,6.5,395.0
2,7,N9,sea,1,1,895.0,105.46803743153565,36.0,0.34133563946678463,-41.18592516570965,41.18592516570965,0.0,0.13372093023255813,0.6049934403244682,7.5,800.0,45.0,743.5
2,8,N6,censored,0,1,1800.0,205.48023074035578,38.5,0.18736595662406322,-73.30075576600639,73.30075576600639,7.0,0.3649425287356322,0.41417700312122757,8.0,500.0,2.0,411.0
2,9,N3,sea,1,1,585.0,67.76955262170043,38.0,0.5607237842061843,-53.13010235415598,53.13010235415598,0.0,0.008771929824561403,0.8159395478923471,8.0,200.0,45.5,158.5
2,10,N1,sea,1,0,390.0,47.28427124746187,35.5,0.7507781988266463,0.0,0.0,0.0,0.01282051282051282,0.836088621469605,7.5,0.0,43.5,1.0
2,11,N6,predated,0,1,1105.0,126.83199846221459,38.0,0.29960893513257103,-106.69924423399362,106.69924423399362,4.5,0.3744075829383886,0.5529180897810724,8.5,500.0,8.5,451.0
2,12,N1,sea,1,1,780.0,96.6396103067894,34.5075,0.3570740806016649,-5.710593137499642,5.710593137499642,0.0,0.10897435897435898,0.6197836537063264,8.5,0.5,43.0,0.0
2,13,N8,sea,1,1,675.0,78.7903679018718,37.0,0.46960054871276974,-16.69924423399362,16.69924423399362,0.0,0.10077519379844961,0.8613185591952516,8.5,700.0,45.0,659.5
2,14,N4,sea,1,1,1520.0,177.28784258493053,37.0,0.20870015371908532,-60.94539590092286,60.94539590092286,0.0,0.16161616161616163,0.2100010560307306,8.0,300.0,46.0,175.0
2,15,N9,predated,0,1,200.0,23.142135623730944,36.0,1.555604054237935,-60.94539590092286,60.94539590092286,0.5,0.15789473684210525,0.9319664680910038,7.5,800.0,15.0,786.5
2,16,N5,sea,1,1,1205.0,143.352813742386,39.995,0.27899696529063966,-95.71059313749964,95.71059313749964,1.5,0.16877637130801687,0.4589308779775399,7.5,400.5,45.5,314.0
2,17,N1,sea,1,0,400.0,48.8198051533946,35.5075,0.7273175279670498,-5.710593137499642,5.710593137499642,0.0,0.0,0.8304326611502203,7.5,0.5,43.0,0.0
2,18,N6,censored,0,1,1800.0,212.24368670764642,38.4875,0.1813363713994204,-45.0,45.0,4.5,0.34375,0.21418682628203323,8.0,500.5,5.5,391.5
2,19,N5,censored,0,1,1800.0,206.7939392393406,39.5,0.19101140074653356,-84.28940686250037,84.28940686250037,5.0,0.2558139534883721,0.23879862771424762,8.0,400.0,34.5,292.5
2,20,N2,sea,1,1,430.0,53.14823227814079,37.0,0.6961661454019354,-33.690067525979785,33.690067525979785,0.0,0.023255813953488372,0.8047589605665008,7.5,100.0,44.5,77.5
2,21,N9,sea,1,1,905.0,102.18986283848358,35.5,0.34739257900864007,-36.86989764584402,36.86989764584402,0.0,0.1411764705882353,0.6346004203284404,8.0,800.0,45.0,747.5
2,22,N2,sea,1,0,470.0,59.84062043356589,36.5,0.6099535689226638,-5.710593137499642,5.710593137499642,0.0,0.06382978723404255,0.8806189217205697,8.0,100.0,44.5,70.5
2,23,N2,sea,1,1,645.0,75.87615433949867,36.0,0.47445736164912045,-53.13010235415598,53.13010235415598,0.0,0.08870967741935484,0.7516409106835221,8.5,100.0,44.0,64.0
2,24,N2,sea,1,0,450.0,55.68376618407351,36.4925,0.6553525830017846,-5.710593137499642,5.710593137499642,0.0,0.011235955056179775,0.821167014513824,8.0,99.5,44.5,75.5
3,0,N8,sea,1,1,585.0,67.71930009000626,37.49,0.553608793212153,-95.71059313749964,95.71059313749964,1.0,0.08108108108108109,0.8613160447839725,8.0,700.5,45.5,675.0
3,1,N5,predated,0,1,1290.0,147.93860018001294,39.0,0.26362288106379583,-150.94539590092285,150.94539590092285,6.0,0.3117408906882591,0.5379443420871227,8.5,400.0,10.0,313.0
3,2,N5,predated,0,1,1795.0,212.98632739476577,39.9875,0.18774679336990488,-168.6900675259798,168.6900675259798,5.5,0.2336182336182336,0.1610884168965005,7.5,399.5,37.5,266.5
3,3,N5,censored,0,1,1800.0,210.69343417595235,40.0,0.1898492952874629,-111.80140948635182,111.80140948635182,5.5,0.27167630057803466,0.4166970390366891,7.5,400.0,25.5,262.0
3,4,N2,sea,1,1,605.0,69.8908729652601,36.0,0.5150887157740057,-36.86989764584402,36.86989764584402,0.0,0.07692307692307693,0.791829102752817,8.5,100.0,44.5,71.0
3,5,N8,sea,1,1,500.0,59.02691193458114,37.4925,0.635176375846199,-41.18592516570965,41.18592516570965,0.0,0.04040404040404041,0.6197444697117431,8.0,699.5,45.5,676.5
3,6,N9,sea,1,1,775.0,95.01828996322973,35.5,0.37361228047503087,-29.054604099077146,29.054604099077146,0.5,0.12987012987012986,0.6045467911177747,8.0,800.0,45.0,745.5
3,7,N7,sea,1,1,595.0,70.92640687119285,36.5125,0.5147941593362987,-36.86989764584402,36.86989764584402,0.0,0.05128205128205128,0.5960489354017934,7.5,599.5,45.5,558.0
3,8,N7,sea,1,1,500.0,59.85533905932732,36.0,0.6014501056341452,-36.86989764584402,36.86989764584402,0.0,0.020202020202020204,0.8459070798952003,8.0,600.0,45.0,576.5
3,9,N2,sea,1,1,585.0,69.42640687119284,36.5,0.5257365553674502,-5.710593137499642,5.710593137499642,0.0,0.07017543859649122,0.9818294959527183,8.0,100.0,44.0,66.0
3,10,N2,sea,1,1,680.0,83.11879502661802,36.4925,0.4390402915286924,-73.30075576600639,73.30075576600639,0.0,0.0661764705882353,0.6362223489630678,8.0,99.5,44.0,47.0
3,11,N9,sea,1,1,805.0,92.20458146424495,35.5,0.38501340645167587,-53.13010235415598,53.13010235415598,0.0,0.0967741935483871,0.7660833387782577,8.0,800.0,44.5,750.5
3,12,N2,sea,1,1,455.0,55.97665940288698,37.0,0.6609897838614452,-48.81407483429036,48.81407483429036,0.0,0.011111111111111112,0.7419878306390721,7.5,100.0,44.5,73.5
3,13,N1,sea,1,0,385.0,48.441125496954236,35.5075,0.7330031999820598,0.0,0.0,0.0,0.0,0.807478323626689,7.5,0.5,43.5,0.0
3,14,N7,sea,1,1,580.0,69.42640687119282,36.0,0.5185346847459784,-45.0,45.0,0.0,0.07894736842105263,0.7806316885446313,8.0,600.0,45.0,562.0
3,15,N3,sea,1,1,710.0,87.18986283848349,38.0,0.435830482614634,-36.86989764584402,36.86989764584402,0.0,0.07142857142857142,0.6355188094269985,8.0,200.0,45.5,143.0
3,16,N9,predated,0,1,75.0,9.156854249492381,35.5,3.87687725858124,-48.81407483429036,48.81407483429036,0.0,0.0,0.9163540585099246,8.0,800.0,14.5,795.0
3,17,N6,predated,0,1,1085.0,126.57463914933396,38.5,0.30416835677941245,-60.94539590092286,60.94539590092286,4.5,0.39903846153846156,0.5429502573626306,8.0,500.0,8.0,470.5
3,18,N6,censored,0,1,1800.0,210.15790027001955,38.5,0.18319558746320558,-60.94539590092286,60.94539590092286,0.0,0.34293948126801155,0.3834758404346134,8.0,500.0,8.5,430.5
3,19,N9,sea,1,1,740.0,88.24011537017768,35.01,0.3967583207833413,-90.0,90.0,0.5,0.09655172413793103,0.7295428608917855,8.5,799.5,45.0,743.5
3,20,N1,sea,1,1,530.0,64.5979797464466,35.5,0.5495527900306013,0.0,0.0,0.0,0.009433962264150943,0.6522010110739178,7.5,0.0,43.5,0.0
3,21,N8,sea,1,1,840.0,98.39696961967013,37.0,0.3760278405220671,-53.13010235415598,53.13010235415598,0.0,0.16666666666666666,0.5937953427444094,8.5,700.0,45.0,652.5
3,22,N8,sea,1,1,695.0,82.29036790187179,37.49,0.45558187374621334,-36.86989764584402,36.86989764584402,0.0,0.0661764705882353,0.7744931005982248,8.0,700.5,45.0,655.0
3,23,N4,sea,1,1,880.0,104.13961030678941,37.5125,0.36021356225062007,-53.13010235415598,53.13010235415598,0.0,0.15204678362573099,0.7007384118208572,7.5,300.5,46.0,245.5
3,24,N8,sea,1,1,885.0,104.72539674441634,37.0,0.35330493987336203,-48.81407483429036,48.81407483429036,0.0,0.16184971098265896,0.6010876171360227,8.5,700.0,45.0,654.0
